Summary data collected by the Greenhouse Gas Reporting Program,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All GHG data is presented in units of metric tons of carbon dioxide equivalent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Latest Reported Industry Type (subparts),2022 GHG Quantity Associated with Coal-based liquid fuel production,2021 GHG Quantity Associated with Coal-based liquid fuel production,2020 GHG Quantity Associated with Coal-based liquid fuel production,2019 GHG Quantity Associated with Coal-based liquid fuel production,2018 GHG Quantity Associated with Coal-based liquid fuel production,2017 GHG Quantity Associated with Coal-based liquid fuel production,2016 GHG Quantity Associated with Coal-based liquid fuel production,2015 GHG Quantity Associated with Coal-based liquid fuel production,2014 GHG Quantity Associated with Coal-based liquid fuel production,2013 GHG Quantity Associated with Coal-based liquid fuel production,2012 GHG Quantity Associated with Coal-based liquid fuel production,2011 GHG Quantity Associated with Coal-based liquid fuel production,2022 GHG Quantity Associated with Petroleum Products Produced,2021 GHG Quantity Associated with Petroleum Products Produced,2020 GHG Quantity Associated with Petroleum Products Produced,2019 GHG Quantity Associated with Petroleum Products Produced,2018 GHG Quantity Associated with Petroleum Products Produced,2017 GHG Quantity Associated with Petroleum Products Produced,2016 GHG Quantity Associated with Petroleum Products Produced,2015 GHG Quantity Associated with Petroleum Products Produced,2014 GHG Quantity Associated with Petroleum Products Produced,2013 GHG Quantity Associated with Petroleum Products Produced,2012 GHG Quantity Associated with Petroleum Products Produced,2011 GHG Quantity Associated with Petroleum Products Produced,2022 GHG Quantity Associated with Petroleum Products Imported,2021 GHG Quantity Associated with Petroleum Products Imported,2020 GHG Quantity Associated with Petroleum Products Imported,2019 GHG Quantity Associated with Petroleum Products Imported,2018 GHG Quantity Associated with Petroleum Products Imported,2017 GHG Quantity Associated with Petroleum Products Imported,2016 GHG Quantity Associated with Petroleum Products Imported,2015 GHG Quantity Associated with Petroleum Products Imported,2014 GHG Quantity Associated with Petroleum Products Imported,2013 GHG Quantity Associated with Petroleum Products Imported,2012 GHG Quantity Associated with Petroleum Products Imported,2011 GHG Quantity Associated with Petroleum Products Imported,2022 GHG Quantity Associated with Petroleum Products Exported,2021 GHG Quantity Associated with Petroleum Products Exported,2020 GHG Quantity Associated with Petroleum Products Exported,2019 GHG Quantity Associated with Petroleum Products Exported,2018 GHG Quantity Associated with Petroleum Products Exported,2017 GHG Quantity Associated with Petroleum Products Exported,2016 GHG Quantity Associated with Petroleum Products Exported,2015 GHG Quantity Associated with Petroleum Products Exported,2014 GHG Quantity Associated with Petroleum Products Exported,2013 GHG Quantity Associated with Petroleum Products Exported,2012 GHG Quantity Associated with Petroleum Products Exported,2011 GHG Quantity Associated with Petroleum Products Exported,2022 GHG Quantity Associated with Natural Gas Supply,2021 GHG Quantity Associated with Natural Gas Supply,2020 GHG Quantity Associated with Natural Gas Supply,2019 GHG Quantity Associated with Natural Gas Supply,2018 GHG Quantity Associated with Natural Gas Supply,2017 GHG Quantity Associated with Natural Gas Supply,2016 GHG Quantity Associated with Natural Gas Supply,2015 GHG Quantity Associated with Natural Gas Supply,2014 GHG Quantity Associated with Natural Gas Supply,2013 GHG Quantity Associated with Natural Gas Supply,2012 GHG Quantity Associated with Natural Gas Supply,2011 GHG Quantity Associated with Natural Gas Supply,2022 GHG Quantity Associated with Natural Gas Liquids Supply,2021 GHG Quantity Associated with Natural Gas Liquids Supply,2020 GHG Quantity Associated with Natural Gas Liquids Supply,2019 GHG Quantity Associated with Natural Gas Liquids Supply,2018 GHG Quantity Associated with Natural Gas Liquids Supply,2017 GHG Quantity Associated with Natural Gas Liquids Supply,2016 GHG Quantity Associated with Natural Gas Liquids Supply,2015 GHG Quantity Associated with Natural Gas Liquids Supply,2014 GHG Quantity Associated with Natural Gas Liquids Supply,2013 GHG Quantity Associated with Natural Gas Liquids Supply,2012 GHG Quantity Associated with Natural Gas Liquids Supply,2011 GHG Quantity Associated with Natural Gas Liquids Supply,2022 GHG Quantity Associated with CO2 Supply ,2021 GHG Quantity Associated with CO2 Supply ,2020 GHG Quantity Associated with CO2 Supply ,2019 GHG Quantity Associated with CO2 Supply ,2018 GHG Quantity Associated with CO2 Supply ,2017 GHG Quantity Associated with CO2 Supply ,2016 GHG Quantity Associated with CO2 Supply ,2015 GHG Quantity Associated with CO2 Supply ,2014 GHG Quantity Associated with CO2 Supply ,2013 GHG Quantity Associated with CO2 Supply ,2012 GHG Quantity Associated with CO2 Supply ,2011 GHG Quantity Associated with CO2 Supply 
1006845,110043799752,Aera Energy Belridge,McKittrick,CA,93251,59231 Main Camp Road,KERN COUNTY,35.45306,-119.719337,211120,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,88090.8,126975.9,136830.8,159257.9,185420.7,209520.4,,,,,,,,,,,,
1012101,110071161531,Aerosol Gas Company,HOUSTON,TX,77018,380 Garden Oaks Blvd,HARRIS COUNTY,29.826682,-95.405119,541990,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008358,110010658252,Agave Dagger Draw Gas Plant,Artesia,NM,88210,278 Pipeline Road,EDDY COUNTY,32.71629,-104.44602,211111,"C,PP,UU,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,
1008560,,Air Liquide Electronics U.S. LP,Morrisville,PA,19067,19 Steel Road West,,40.175,-74.771111,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,,,,,
1006402,110043802819,Air Products Port Arthur Facility,Port Arthur,TX,77640,1801 S Gulfway Dr within Valero Refinery,JEFFERSON COUNTY,29.859444,-93.965833,325120,"C,P,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,
1014612,,Air Products West Coast Hydrogen LLC - Torrance,Torrance,CA,90504,3700 W 190th St. #U4/24,,33.8498352061129,-118.328944278636,325120,"P,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,,,,,,,,,,,
1013767,110070705169,Airgas Nitrous Oxide Corporation,Tooele,UT,84074,107 Feldspar Street,TOOELE COUNTY,40.53206,-112.334448,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004725,110055509631,Airgas Therapeutics LLC - Scott Medical Products,Plumsteadville,PA,18949,6141 Easton Road Bldg. #3,BUCKS COUNTY,40.384845,-75.146286,325120,"L,OO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003364,110043798352,"Airgas USA, LLC",Houston,TX,77041,12800 West Little York Rd,GWINNETT COUNTY,33.999241,-84.070449,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1010984,,"Albany Water, Gas and Light Commission",Albany,GA,31701,207 Pine Ave.,,31.578458,-84.151928,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305326.9,309529.2,320735.3,272368,300155,278935.7,248947.3,256530.3,255947.2,269199.5,245718.3,248794.2,,,,,,,,,,,,,,,,,,,,,,,,
1014250,,AllCool Refrigerant Reclaim LLC,Frederick,MD,21704,"1539 Tilco Drive, Suite 102",,39.3976295514316,-77.382562616284,238990,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014111,,Aloha Petroleum TFM Terminal,Kapolei,HI,96707,91-139 Hanua Street,,21.3033476794258,-158.101741172172,424710,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003689,110069522662,Alon Bakersfield Refining,Bakersfield,CA,93308,6451 Rosedale Highway,KERN COUNTY,35.3809,-119.07242,324110,C,,,,,,,,,,,,,,,,,,,,,,,-122694.2494237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004861,110015379455,"Alto ICP, LLC",PEKIN,IL,61554,1301 S FRONT ST,TAZEWELL COUNTY,40.556501,-89.666235,312140,"C,II,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,,,,,,,
1000413,110070242131,"Alto Pekin, LLC",PEKIN,IL,61554,1300 SOUTH 2ND STREET,Tazewell,40.555,-89.6628,312140,"C,II,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1008026,110071160130,Ameren Illinois,Peoria,IL,61602,300 Liberty Street,PEORIA COUNTY,40.69045,-89.5924,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9748709.2,9321521.4,9495760.4,9929446,9883948.3,8941875.4,9093778.2,8617114.7,9922205.9,9596364.7,8303444.3,8807084.1,,,,,,,,,,,,,,,,,,,,,,,,
1004034,110071160131,Ameren Missouri,St. Louis,MO,63103,1901 Chouteau Avenue,ST. LOUIS CITY,38.620667,-90.211086,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210259.9,1164087.9,1123626.1,1204570,1174531.1,961874.1,954288.9,939624.7,1043575.2,1052741.9,843965.8,915778.8,,,,,,,,,,,,,,,,,,,,,,,,
1010290,,"American Honda Motor Co., Inc",Torrance,CA,90501,1919 Torrance Blvd,,33.83639,-118.31502,,QQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014140,,American Refrigerants,Bradenton,FL,34203,2053 58th Avenue Cir E,,27.4377634244436,-82.541514813188,423740,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014579,,Ampol US Trading LLC,Houston,TX,77098,3737 Buffalo Speedway - Suite 630,,29.7341100057808,-95.4279712924744,424720,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,,,,,,,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010602,110025243500,"Anderes Oil, Inc.",Ketchikan,AK,99901,900 Stedman St,KETCHIKAN GATEWAY BOROUGH,55.33742,-131.63359,454311,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002037,110000441291,Anheuser-Busch LLC. - St. Louis Brewery,St. Louis,MO,63118,One Busch Place,ST. LOUIS CITY,38.5961,-90.2128,312120,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,,confidential,confidential,confidential,confidential,confidential
1006508,110042255234,Antelope Refining,Douglas,WY,82633,2070 N Hwy 59,CONVERSE,43.018663,-105.261432,324110,"C,MM-REF,Y",,,,,,,,,,,,,,,,,,,,,466798,585476,500272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003366,,"Apex Oil Company, Inc.",Clayton,MO,63105,8235 forsyth Blvd. Suite 400,,38.65149,-90.34341,424720,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005661,110050297936,Archer Daniels Midland Co.,DECATUR,IL,62521,4666 FARIES PARKWAY,Macon,39.8675,-88.885,311221,"C,II,PP,RR (RPT)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1004975,110071160686,Arkansas Oklahoma Gas Corp (AR),Fort Smith,AR,72903,5030 South S Street,SEBASTIAN COUNTY,35.363559,-94.37686,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427323.3,407422.4,392855.4,418884.3,427899.3,360253.1,372551,408195.9,510488.4,524484.6,462804.3,475167.7,,,,,,,,,,,,,,,,,,,,,,,,
1006481,,Arkansas Oklahoma Gas Corp (OK),Fort Smith,AR,72903,5030 South S Street,,35.36353,-94.37573,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115968.2,109090.4,107031.4,116322.1,90643.5,74827.1,79241.8,85619.4,79435.6008,88309.5,71056.6,89147.8,,,,,,,,,,,,,,,,,,,,,,,,
1005320,110000876071,Arkema Inc.,King of Prussia,PA,19406,900 First Avenue,MONTGOMERY COUNTY,40.09511,-75.4056,325120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006415,110060338255,Arkema Inc.,Memphis,TN,38127,2571 Fite Rd,SHELBY COUNTY,35.27213,-89.97894,325188,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential
1004087,110000714889,Armstrong Gas Plant,Yoakum,TX,77995,13072 FM 682,DEWITT COUNTY,29.133889,-97.039161,211130,"C,NN-FRAC,W-PROC,W-NGTC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669591.9,confidential,609918.3,1418482.3,1326880.1,1196339.6,1322984.7,1546737.7,1442572.1,1323525.3,1689934.1,1452280.8,,,,,,,,,,,,
1014005,110070943592,"Artsen Chemical America, LLC",Madison,NJ,07940,19 Loveland Street,MORRIS COUNTY,40.76642,-74.41764,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000158,110007235269,Ascend (Decatur Plant),DECATUR,AL,35601,1050 CHEMSTRAND AVENUE,Morgan,34.6339,-87.0244,325199,"C,P,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1004873,110071229967,Asphalt Hawaii Kalaeloa Asphalt Terminal,Kapolei,HI,96707,91-550 Malakole Street,HONOLULU COUNTY,21.323561,-158.108519,424710,"C,MM-IMP",,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014038,110071072406,Assured Comfort AC Inc,Tampa,FL,33634,8101 Anderson Rd,HILLSBOROUGH COUNTY,28.023071,-82.536016,425120,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010432,110054078065,Astra Oil Company LLC,Houston,TX,77057,5847 San Felipe Street,ORANGE COUNTY,33.65934,-117.99977,424710,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,939709.8,655108.7011,1129103.1,1713393.8,1719069.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007872,110071161198,Atlanta Gas Light Company,Atlanta,GA,30309,Ten Peachtree Place,FULTON COUNTY,33.797114,-84.380489,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12373990.8,11994552.5,11450658.2,11716337,12504973.3,10809655,10847331.8,10999761,12317219.9576,11957960.8512,10640014.9,11207028.6,,,,,,,,,,,,,,,,,,,,,,,,
1010365,,Atmore Utilities Board,Atmore,AL,36504,201 East Louisville Ave.,,31.02433,-87.49046,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17687.6,19573.8,21932,27175,24732.3,24058.1,25186,23315,25592.4,31734.3,31255.1,34155.7,,,,,,,,,,,,,,,,,,,,,,,,
1004794,110070081906,Atmos Energy Corporation - Colorado,Dallas,TX,75240,5430 LBJ Freeway,DALLAS COUNTY,32.925488,-96.816137,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125303.8,1046313.2,1045532.8,1083330.3,980799.2,932937.8,940864.3,921564.6,998804.5,1028177.8,933875.6,988364.7,,,,,,,,,,,,,,,,,,,,,,,,
1001388,110071162238,Atmos Energy Corporation - Kansas,Dallas,TX,75240,5430 LBJ Freeway,DALLAS COUNTY,32.925488,-96.816137,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194159.4,1072531.9,1063096.3,1151075.4,1108590.8,1304117.8,1276439.3,1346733.4,1499659.6,1343346.2,1059358.5,1124447.2,,,,,,,,,,,,,,,,,,,,,,,,
1001389,110043973153,Atmos Energy Corporation - Kentucky,Dallas,TX,75240,5430 LBJ Freeway,DALLAS COUNTY,32.92548,-96.81613,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2813601.9,2682883,2550886.9,2755656.6,2717780.5,2429303.4,2469005.6,2622994.6,2790570.9,2486687.7,2206537.5,2339898.7,,,,,,,,,,,,,,,,,,,,,,,,
1001390,110043973153,Atmos Energy Corporation - Louisiana,Dallas,TX,75240,5430 LBJ Freeway,DALLAS COUNTY,32.92548,-96.81613,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632695.9,2500096.3,2626810.2,2011537.9,2317295.4,1976800.4,1413030.3,1545343.5,1732480.8,1497894.1,1328911.4,1594092.6,,,,,,,,,,,,,,,,,,,,,,,,
1001391,110071159496,Atmos Energy Corporation - Mississippi,Dallas,TX,75240,5430 LBJ Freeway,DALLAS COUNTY,32.925488,-96.816137,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186534.4,2072785.2,1967262.2,2071227.8,2142973,1864297.9,1834227.2,1937900.6,2208472.9,2027105.2,1722806.2,1896206.2,,,,,,,,,,,,,,,,,,,,,,,,
1006887,110043973153,Atmos Energy Corporation - Tennessee,Dallas,TX,75240,5430 LBJ Freeway,DALLAS COUNTY,32.92548,-96.81613,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591638.4,1492429.3,1428168.3,1441421.2,1483615.2,1282781.6,1213020.7,1320748,1320748,1196437.2,1076379.9,1192142.8,,,,,,,,,,,,,,,,,,,,,,,,
1001398,110071159497,Atmos Energy Corporation - Texas,Dallas,TX,75240,5430 LBJ Freeway,DALLAS COUNTY,32.925488,-96.816137,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14397304.2,13409412,13157984.2,14479270.2,14398493.5,11805980.2,12085283.3,13573634,14764608.7,13635489.8,11922847.9,12805340,,,,,,,,,,,,,,,,,,,,,,,,
1001402,110071159498,Atmos Energy Corporation- Virginia,Dallas,TX,75240,5430 LBJ Freeway,DALLAS COUNTY,32.925488,-96.816137,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621843.5,587226.5,583583.1,572781.9,602598.5,488947.5,406413.9,405246.5,445258.3,428801.6,369116.4,375731.2,,,,,,,,,,,,,,,,,,,,,,,,
1004818,110056972307,"Attis Ethanol Fulton, LLC",FULTON,NY,13069,376 OWENS RD,OSWEGO COUNTY,43.3,-76.381,325193,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1006588,110070081950,AutoZone Parts Inc.,Memphis,TN,38103,"123 South Front Street, Dept 8190",SHELBY COUNTY,35.14185,-90.05554,441330,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010941,,Automart Distributors Inc DBA Refrigerants Plus,Pompano Beach,FL,33069,2001 NW 15TH AVE BAY 104,,26.2551373286622,-80.1443626576726,424690,OO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008835,110045552763,Aux Sable Midstream - Palermo Conditioning Plant,Palermo,ND,58769,1638 74th Ave. NW,MOUNTRAIL COUNTY,48.301166,-102.220966,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,,,,,,,,,,,,
1003291,110071159968,Avista Corporation-ID,Spokane,WA,99220,1411 E Mission,SPOKANE COUNTY,47.66,-117.39,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,827214.9,775872.4,841875.1,808666.9,686008.1,754987.9,683790.2,608430.9,626200.8,646998.6,633423.1,662902.2,,,,,,,,,,,,,,,,,,,,,,,,
1003292,110071161205,Avista Corporation-OR,Spokane,WA,99220,1411 E Mission,SPOKANE COUNTY,47.66,-117.39,221210,NN-LDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703616.6,710814.9,691302.7,713540.5,684134.1,710266,640506.6,634707.4,616211.6,676820.5,624058.3,641917.5,,,,,,,,,,,,,,,,,,,,,,,,
1003050,110071161359,Avista Corporation-WA,Spokane,WA,99220,1411 E. Mission,SPOKANE COUNTY,47.66,-117.39,221210,"NN-LDC,W-LDC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548438.8,1383911.6,1379315.4,1531516.3,1393344.5,1455760.5,1266098.9,1213627.8,1318637.7,1353636.3,1285325.1,1361099.7,,,,,,,,,,,,,,,,,,,,,,,,
1010950,110056383435,Axeon Specialty Products,Stamford,CT,06901,"750 Washington Blvd., Suite 600",,29.5929013,-98.5254159,551114,"MM-IMP,MM-EXP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,,,,,,,,,86574.6,274094.08,335503.6,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004608,110056935385,Aztalan Bio LLC,Johnson Creek,WI,53038,W5289 Valero Way,JEFFERSON COUNTY,43.035135,-88.791556,325193,"C,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1002032,110038166365,BADGER STATE ETHANOL,MONROE,WI,53566,820 West 17th Street,GREEN COUNTY,42.5949,-89.66691,325193,"C,II,PP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1002943,110021174744,"BARGATH, INC.- PARACHUTE","PARACHUTE, 3.4 MI NW OF",CO,81635,,GARFIELD COUNTY,39.487297,-108.111356,211130,"C,PP,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential,confidential
1010695,110029946860,BASF Corporation,Florham Park,NJ,07932,100 Campus Drive,MORRIS COUNTY,40.78487,-74.42721,325110,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,,,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010582,,BASF TOTALEnergies Petrochemicals Limited Liability Corp,Port Arthur,TX,77642,7501 Gulfway Dr,,29.951649,-93.887272,325110,MM-IMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,confidential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013857,,"BB Energy USA, LLC",Houston,TX,77019,2229 San Felipe Street STE 1075,,29.7498010742552,-95.4146892489806,424720,MM-EXP,,,,,,,,,,,,,,,,,,,,,,,,,,confidential,confidential,,,,,,,,,,3340100.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007568,110000557095,BEAVER CREEK GAS PLANT,RIVERTON,WY,82501,380 Beaver Creek Road,FREMONT COUNTY,42.8464,-108.313,211130,"C,NN-FRAC,W-PROC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13249.2,20752.6,31732.6,28342,34919.1,31990.4,42111.5,43424.5,,,,,,,,,,,,
